symbol	geneid	oe_lof	oe_mis	pLI	pRec	pNull
MAF1	84232	7.2830e-02	4.7963e-01	9.4812e-01	5.1850e-02	3.0857e-05
MAF1	ENSG00000179632	7.2830e-02	4.7963e-01	9.4812e-01	5.1850e-02	3.0857e-05
MAFA	389692	7.6828e-01	8.4858e-01	3.3727e-03	6.2949e-01	3.6714e-01
MAFA	ENSG00000182759	7.6828e-01	8.4858e-01	3.3727e-03	6.2949e-01	3.6714e-01
MAFB	9935	0.0000e+00	5.5912e-01	9.0304e-01	9.6222e-02	7.3743e-04
MAFB	ENSG00000204103	0.0000e+00	5.5912e-01	9.0304e-01	9.6222e-02	7.3743e-04
MAFF	23764	6.5926e-01	5.0888e-01	1.5514e-02	7.1132e-01	2.7317e-01
MAFF	ENSG00000185022	6.5926e-01	5.0888e-01	1.5514e-02	7.1132e-01	2.7317e-01
MAFG	4097	0.0000e+00	4.0483e-01	7.3176e-01	2.5729e-01	1.0948e-02
MAFG	ENSG00000197063	0.0000e+00	4.0483e-01	7.3176e-01	2.5729e-01	1.0948e-02
MAFK	7975	0.0000e+00	6.4090e-01	7.1128e-01	2.7528e-01	1.3444e-02
MAFK	ENSG00000198517	0.0000e+00	6.4090e-01	7.1128e-01	2.7528e-01	1.3444e-02
MAG	4099	2.1487e-01	8.4291e-01	4.9228e-01	5.0771e-01	6.9519e-06
MAG	ENSG00000105695	2.1487e-01	8.4291e-01	4.9228e-01	5.0771e-01	6.9519e-06
MAGEA1	4100	NA	7.4438e-01	NA	NA	NA
MAGEA1	ENSG00000198681	NA	7.4438e-01	NA	NA	NA
MAGEA10	4109	NA	9.2524e-01	NA	NA	NA
MAGEA10	ENSG00000124260	NA	9.2524e-01	NA	NA	NA
MAGEA11	4110	0.0000e+00	7.1080e-01	6.8445e-01	2.9828e-01	1.7274e-02
MAGEA11	ENSG00000185247	0.0000e+00	7.1080e-01	6.8445e-01	2.9828e-01	1.7274e-02
MAGEA12	4111	NA	1.1042e+00	NA	NA	NA
MAGEA12	ENSG00000213401	NA	1.1042e+00	NA	NA	NA
MAGEA3	4102	NA	1.6382e+00	NA	NA	NA
MAGEA3	ENSG00000221867	NA	1.6382e+00	NA	NA	NA
MAGEA4	4103	NA	1.3864e+00	NA	NA	NA
MAGEA4	ENSG00000147381	NA	1.3864e+00	NA	NA	NA
MAGEA6	4105	NA	2.1889e+00	NA	NA	NA
MAGEA6	ENSG00000197172	NA	2.1889e+00	NA	NA	NA
MAGEA8	4107	NA	9.1659e-01	NA	NA	NA
MAGEA8	ENSG00000156009	NA	9.1659e-01	NA	NA	NA
MAGEA9B	728269	NA	6.4396e-01	NA	NA	NA
MAGEA9B	ENSG00000123584	NA	6.4396e-01	NA	NA	NA
MAGEB1	4112	NA	9.6721e-01	NA	NA	NA
MAGEB1	ENSG00000214107	NA	9.6721e-01	NA	NA	NA
MAGEB10	139422	NA	6.6527e-01	NA	NA	NA
MAGEB10	ENSG00000177689	NA	6.6527e-01	NA	NA	NA
MAGEB16	139604	0.0000e+00	8.4590e-01	3.7021e-01	4.8996e-01	1.3983e-01
MAGEB16	ENSG00000189023	0.0000e+00	8.4590e-01	3.7021e-01	4.8996e-01	1.3983e-01
MAGEB17	645864	NA	8.4139e-01	NA	NA	NA
MAGEB17	ENSG00000182798	NA	8.4139e-01	NA	NA	NA
MAGEB18	286514	1.1334e+00	7.9612e-01	5.6883e-05	2.7808e-01	7.2186e-01
MAGEB18	ENSG00000176774	1.1334e+00	7.9612e-01	5.6883e-05	2.7808e-01	7.2186e-01
MAGEB2	4113	NA	1.3355e+00	NA	NA	NA
MAGEB2	ENSG00000099399	NA	1.3355e+00	NA	NA	NA
MAGEB3	4114	0.0000e+00	8.3970e-01	4.3183e-01	4.6794e-01	1.0022e-01
MAGEB3	ENSG00000198798	0.0000e+00	8.3970e-01	4.3183e-01	4.6794e-01	1.0022e-01
MAGEB4	4115	NA	8.5585e-01	NA	NA	NA
MAGEB4	ENSG00000120289	NA	8.5585e-01	NA	NA	NA
MAGEB5	347541	NA	9.2267e-01	NA	NA	NA
MAGEB5	ENSG00000188408	NA	9.2267e-01	NA	NA	NA
MAGEB6	158809	NA	1.1093e+00	NA	NA	NA
MAGEB6	ENSG00000176746	NA	1.1093e+00	NA	NA	NA
MAGEC1	9947	1.3466e+00	1.7453e+00	7.9896e-02	5.6233e-01	3.5777e-01
MAGEC1	ENSG00000155495	1.3466e+00	1.7453e+00	7.9896e-02	5.6233e-01	3.5777e-01
MAGEC2	51438	NA	1.1543e+00	NA	NA	NA
MAGEC2	ENSG00000046774	NA	1.1543e+00	NA	NA	NA
MAGEC3	139081	1.2143e+00	1.1735e+00	7.6566e-16	2.3280e-03	9.9767e-01
MAGEC3	ENSG00000165509	1.2143e+00	1.1735e+00	7.6566e-16	2.3280e-03	9.9767e-01
MAGED1	9500	7.2887e-02	6.3891e-01	9.9831e-01	1.6851e-03	1.3754e-09
MAGED1	ENSG00000179222	7.2887e-02	6.3891e-01	9.9831e-01	1.6851e-03	1.3754e-09
MAGED2	10916	4.9203e-02	5.6346e-01	9.9538e-01	4.6229e-03	7.9763e-08
MAGED2	ENSG00000102316	4.9203e-02	5.6346e-01	9.9538e-01	4.6229e-03	7.9763e-08
MAGED4	728239	0.0000e+00	3.6223e-01	3.2367e-01	4.9901e-01	1.7732e-01
MAGED4	ENSG00000154545	0.0000e+00	3.6223e-01	3.2367e-01	4.9901e-01	1.7732e-01
MAGEE1	57692	6.5368e-02	7.9537e-01	9.7046e-01	2.9532e-02	7.5747e-06
MAGEE1	ENSG00000198934	6.5368e-02	7.9537e-01	9.7046e-01	2.9532e-02	7.5747e-06
MAGEE2	139599	1.2655e+00	1.3467e+00	1.9687e-12	8.9449e-03	9.9106e-01
MAGEE2	ENSG00000186675	1.2655e+00	1.3467e+00	1.9687e-12	8.9449e-03	9.9106e-01
MAGEF1	64110	7.9887e-01	1.0092e+00	3.0065e-03	6.0456e-01	3.9243e-01
MAGEF1	ENSG00000177383	7.9887e-01	1.0092e+00	3.0065e-03	6.0456e-01	3.9243e-01
MAGEH1	28986	3.1766e-01	8.0917e-01	2.2920e-01	6.5610e-01	1.1471e-01
MAGEH1	ENSG00000187601	3.1766e-01	8.0917e-01	2.2920e-01	6.5610e-01	1.1471e-01
MAGEL2	54551	9.9150e-02	1.0825e+00	9.7506e-01	2.4943e-02	1.0090e-06
MAGEL2	ENSG00000254585	9.9150e-02	1.0825e+00	9.7506e-01	2.4943e-02	1.0090e-06
MAGI1	9223	2.1996e-01	8.7209e-01	5.5970e-01	4.4030e-01	4.7021e-13
MAGI1	ENSG00000151276	2.1996e-01	8.7209e-01	5.5970e-01	4.4030e-01	4.7021e-13
MAGI2	9863	1.4700e-01	8.1645e-01	9.9943e-01	5.6641e-04	1.3398e-15
MAGI2	ENSG00000187391	1.4700e-01	8.1645e-01	9.9943e-01	5.6641e-04	1.3398e-15
MAGI3	260425	2.5484e-01	7.6490e-01	2.9780e-02	9.7022e-01	2.1745e-10
MAGI3	ENSG00000081026	2.5484e-01	7.6490e-01	2.9780e-02	9.7022e-01	2.1745e-10
MAGIX	79917	1.0927e+00	9.4656e-01	6.6022e-05	2.9982e-01	7.0012e-01
MAGIX	ENSG00000017621	1.0927e+00	9.4656e-01	6.6022e-05	2.9982e-01	7.0012e-01
MAGOH	4116	1.0376e-01	1.8890e-01	7.9740e-01	2.0152e-01	1.0800e-03
MAGOH	ENSG00000162385	1.0376e-01	1.8890e-01	7.9740e-01	2.0152e-01	1.0800e-03
MAGOHB	55110	2.3538e-01	7.3683e-01	3.2706e-01	6.5887e-01	1.4074e-02
MAGOHB	ENSG00000111196	2.3538e-01	7.3683e-01	3.2706e-01	6.5887e-01	1.4074e-02
MAGT1	84061	6.8697e-02	7.5189e-01	9.6138e-01	3.8601e-02	1.4742e-05
MAGT1	ENSG00000102158	6.8697e-02	7.5189e-01	9.6138e-01	3.8601e-02	1.4742e-05
MAK	4117	8.8874e-01	9.3797e-01	8.6266e-19	1.5511e-02	9.8449e-01
MAK	ENSG00000111837	8.8874e-01	9.3797e-01	8.6266e-19	1.5511e-02	9.8449e-01
MAK16	84549	1.2707e-01	8.7490e-01	9.6452e-01	3.5475e-02	4.8907e-07
MAK16	ENSG00000198042	1.2707e-01	8.7490e-01	9.6452e-01	3.5475e-02	4.8907e-07
MAL	4118	0.0000e+00	8.7728e-01	8.3197e-01	1.6495e-01	3.0834e-03
MAL	ENSG00000172005	0.0000e+00	8.7728e-01	8.3197e-01	1.6495e-01	3.0834e-03
MAL2	114569	3.5135e-01	8.4344e-01	1.3691e-01	7.8727e-01	7.5824e-02
MAL2	ENSG00000147676	3.5135e-01	8.4344e-01	1.3691e-01	7.8727e-01	7.5824e-02
MALL	7851	3.1367e-01	4.5828e-01	2.3241e-01	6.5543e-01	1.1216e-01
MALL	ENSG00000144063	3.1367e-01	4.5828e-01	2.3241e-01	6.5543e-01	1.1216e-01
MALSU1	115416	1.4457e+00	1.2912e+00	1.6777e-11	8.5193e-03	9.9148e-01
MALSU1	ENSG00000156928	1.4457e+00	1.2912e+00	1.6777e-11	8.5193e-03	9.9148e-01
MALT1	10892	1.5196e-01	5.9337e-01	9.8651e-01	1.3487e-02	3.7197e-10
MALT1	ENSG00000172175	1.5196e-01	5.9337e-01	9.8651e-01	1.3487e-02	3.7197e-10
MAMDC2	256691	5.4957e-01	9.5952e-01	3.1044e-10	9.9541e-01	4.5892e-03
MAMDC2	ENSG00000165072	5.4957e-01	9.5952e-01	3.1044e-10	9.9541e-01	4.5892e-03
MAMDC4	158056	1.0931e+00	1.0898e+00	1.3953e-51	2.5051e-09	1.0000e+00
MAMDC4	ENSG00000177943	1.0931e+00	1.0898e+00	1.3953e-51	2.5051e-09	1.0000e+00
MAML1	9794	3.0681e-02	9.4222e-01	9.9995e-01	4.7206e-05	1.1205e-12
MAML1	ENSG00000161021	3.0681e-02	9.4222e-01	9.9995e-01	4.7206e-05	1.1205e-12
MAML2	84441	1.1558e-01	9.4898e-01	9.9987e-01	1.3088e-04	4.5572e-15
MAML2	ENSG00000184384	1.1558e-01	9.4898e-01	9.9987e-01	1.3088e-04	4.5572e-15
MAML3	55534	1.0627e-01	8.9942e-01	9.9984e-01	1.5514e-04	3.4082e-14
MAML3	ENSG00000196782	1.0627e-01	8.9942e-01	9.9984e-01	1.5514e-04	3.4082e-14
MAMLD1	10046	1.9445e-01	9.1148e-01	6.2647e-01	3.7348e-01	5.6858e-05
MAMLD1	ENSG00000013619	1.9445e-01	9.1148e-01	6.2647e-01	3.7348e-01	5.6858e-05
MAMSTR	284358	4.2369e-01	8.8411e-01	5.4856e-03	9.7292e-01	2.1592e-02
MAMSTR	ENSG00000176909	4.2369e-01	8.8411e-01	5.4856e-03	9.7292e-01	2.1592e-02
MAN1A1	4121	2.5585e-01	7.7221e-01	1.1123e-01	8.8876e-01	9.4222e-06
MAN1A1	ENSG00000111885	2.5585e-01	7.7221e-01	1.1123e-01	8.8876e-01	9.4222e-06
MAN1A2	10905	9.0821e-02	6.1153e-01	9.9892e-01	1.0833e-03	9.4804e-11
MAN1A2	ENSG00000198162	9.0821e-02	6.1153e-01	9.9892e-01	1.0833e-03	9.4804e-11
MAN1B1	11253	5.5988e-01	1.1013e+00	1.1812e-08	9.8562e-01	1.4382e-02
MAN1B1	ENSG00000177239	5.5988e-01	1.1013e+00	1.1812e-08	9.8562e-01	1.4382e-02
MAN1C1	57134	2.4044e-01	7.5613e-01	2.0933e-01	7.9067e-01	2.8586e-06
MAN1C1	ENSG00000117643	2.4044e-01	7.5613e-01	2.0933e-01	7.9067e-01	2.8586e-06
MAN2A1	4124	4.4756e-01	9.5046e-01	1.6205e-10	1.0000e+00	4.0033e-06
MAN2A1	ENSG00000112893	4.4756e-01	9.5046e-01	1.6205e-10	1.0000e+00	4.0033e-06
MAN2A2	4122	4.4910e-01	8.9062e-01	1.4995e-10	1.0000e+00	4.4753e-06
MAN2A2	ENSG00000196547	4.4910e-01	8.9062e-01	1.4995e-10	1.0000e+00	4.4753e-06
MAN2B1	4125	7.4535e-01	8.7178e-01	4.7921e-22	2.2993e-01	7.7007e-01
MAN2B1	ENSG00000104774	7.4535e-01	8.7178e-01	4.7921e-22	2.2993e-01	7.7007e-01
MAN2B2	23324	7.7910e-01	1.0279e+00	6.5570e-23	7.6695e-02	9.2330e-01
MAN2B2	ENSG00000013288	7.7910e-01	1.0279e+00	6.5570e-23	7.6695e-02	9.2330e-01
MAN2C1	4123	8.4963e-01	9.8273e-01	2.7689e-29	2.6307e-03	9.9737e-01
MAN2C1	ENSG00000140400	8.4963e-01	9.8273e-01	2.7689e-29	2.6307e-03	9.9737e-01
MANBA	4126	7.2803e-01	9.9358e-01	1.3066e-18	4.2279e-01	5.7721e-01
MANBA	ENSG00000109323	7.2803e-01	9.9358e-01	1.3066e-18	4.2279e-01	5.7721e-01
MANBAL	63905	7.9397e-01	9.3644e-01	3.3539e-02	6.3194e-01	3.3452e-01
MANBAL	ENSG00000101363	7.9397e-01	9.3644e-01	3.3539e-02	6.3194e-01	3.3452e-01
MANEA	79694	4.7925e-01	1.0011e+00	5.2273e-04	9.7359e-01	2.5888e-02
MANEA	ENSG00000172469	4.7925e-01	1.0011e+00	5.2273e-04	9.7359e-01	2.5888e-02
MANEAL	149175	4.3201e-01	9.3021e-01	4.9390e-03	9.7013e-01	2.4929e-02
MANEAL	ENSG00000185090	4.3201e-01	9.3021e-01	4.9390e-03	9.7013e-01	2.4929e-02
MANF	7873	7.0987e-01	7.9279e-01	1.3911e-03	6.7947e-01	3.1914e-01
MANF	ENSG00000145050	7.0987e-01	7.9279e-01	1.3911e-03	6.7947e-01	3.1914e-01
MANSC1	54682	5.8755e-01	9.4860e-01	7.7616e-03	7.9583e-01	1.9640e-01
MANSC1	ENSG00000111261	5.8755e-01	9.4860e-01	7.7616e-03	7.9583e-01	1.9640e-01
MANSC4	100287284	1.2109e+00	6.5585e-01	4.3796e-05	2.4305e-01	7.5691e-01
MANSC4	ENSG00000205693	1.2109e+00	6.5585e-01	4.3796e-05	2.4305e-01	7.5691e-01
MAOA	4128	0.0000e+00	5.4621e-01	9.9928e-01	7.1830e-04	4.2038e-09
MAOA	ENSG00000189221	0.0000e+00	5.4621e-01	9.9928e-01	7.1830e-04	4.2038e-09
MAOB	4129	0.0000e+00	6.3785e-01	9.9903e-01	9.6551e-04	8.6435e-09
MAOB	ENSG00000069535	0.0000e+00	6.3785e-01	9.9903e-01	9.6551e-04	8.6435e-09
MAP10	54627	9.9147e-01	1.1593e+00	8.0607e-21	1.9128e-03	9.9809e-01
MAP10	ENSG00000212916	9.9147e-01	1.1593e+00	8.0607e-21	1.9128e-03	9.9809e-01
MAP1A	4130	1.1025e-01	8.5478e-01	1.0000e+00	2.7400e-07	1.1246e-23
MAP1A	ENSG00000166963	1.1025e-01	8.5478e-01	1.0000e+00	2.7400e-07	1.1246e-23
MAP1B	4131	6.3238e-02	8.0448e-01	1.0000e+00	9.7814e-10	7.3336e-27
MAP1B	ENSG00000131711	6.3238e-02	8.0448e-01	1.0000e+00	9.7814e-10	7.3336e-27
MAP1LC3A	84557	5.1970e-01	5.4617e-01	2.7922e-02	8.1058e-01	1.6150e-01
MAP1LC3A	ENSG00000101460	5.1970e-01	5.4617e-01	2.7922e-02	8.1058e-01	1.6150e-01
MAP1LC3B	81631	6.5429e-01	8.9989e-01	1.9065e-03	7.4450e-01	2.5359e-01
MAP1LC3B	ENSG00000140941	6.5429e-01	8.9989e-01	1.9065e-03	7.4450e-01	2.5359e-01
MAP1LC3B2	643246	7.1950e-01	9.9000e-01	1.2693e-02	6.7108e-01	3.1623e-01
MAP1LC3B2	ENSG00000171471	7.1950e-01	9.9000e-01	1.2693e-02	6.7108e-01	3.1623e-01
MAP1LC3C	440738	1.3295e+00	8.4944e-01	5.8124e-06	1.4940e-01	8.5059e-01
MAP1LC3C	ENSG00000197769	1.3295e+00	8.4944e-01	5.8124e-06	1.4940e-01	8.5059e-01
MAP1S	55201	2.2107e-01	9.4190e-01	4.1970e-01	5.8029e-01	1.2104e-05
MAP1S	ENSG00000130479	2.2107e-01	9.4190e-01	4.1970e-01	5.8029e-01	1.2104e-05
MAP2	4133	3.3266e-02	9.1978e-01	1.0000e+00	8.3004e-09	1.6188e-22
MAP2	ENSG00000078018	3.3266e-02	9.1978e-01	1.0000e+00	8.3004e-09	1.6188e-22
MAP2K1	5604	1.4594e-01	4.0590e-01	8.9669e-01	1.0330e-01	7.3367e-06
MAP2K1	ENSG00000169032	1.4594e-01	4.0590e-01	8.9669e-01	1.0330e-01	7.3367e-06
MAP2K2	5605	1.0321e-01	6.7416e-01	9.6673e-01	3.3269e-02	2.0602e-06
MAP2K2	ENSG00000126934	1.0321e-01	6.7416e-01	9.6673e-01	3.3269e-02	2.0602e-06
MAP2K3	5606	3.3575e-01	6.2035e-01	2.2009e-02	9.7504e-01	2.9529e-03
MAP2K3	ENSG00000034152	3.3575e-01	6.2035e-01	2.2009e-02	9.7504e-01	2.9529e-03
MAP2K4	6416	4.6375e-02	3.5611e-01	9.9709e-01	2.9132e-03	2.5838e-08
MAP2K4	ENSG00000065559	4.6375e-02	3.5611e-01	9.9709e-01	2.9132e-03	2.5838e-08
MAP2K5	5607	3.0751e-01	6.4124e-01	4.7650e-03	9.9523e-01	9.4744e-06
MAP2K5	ENSG00000137764	3.0751e-01	6.4124e-01	4.7650e-03	9.9523e-01	9.4744e-06
MAP2K6	5608	1.5695e-01	3.8014e-01	9.1334e-01	8.6656e-02	9.4244e-07
MAP2K6	ENSG00000108984	1.5695e-01	3.8014e-01	9.1334e-01	8.6656e-02	9.4244e-07
MAP2K7	5609	4.8993e-02	5.2666e-01	9.9552e-01	4.4754e-03	7.3692e-08
MAP2K7	ENSG00000076984	4.8993e-02	5.2666e-01	9.9552e-01	4.4754e-03	7.3692e-08
MAP3K1	4214	1.1383e-01	8.2638e-01	9.9998e-01	1.8918e-05	8.2912e-18
MAP3K1	ENSG00000095015	1.1383e-01	8.2638e-01	9.9998e-01	1.8918e-05	8.2912e-18
MAP3K10	4294	2.0723e-01	6.5047e-01	5.8758e-01	4.1242e-01	3.2497e-06
MAP3K10	ENSG00000130758	2.0723e-01	6.5047e-01	5.8758e-01	4.1242e-01	3.2497e-06
MAP3K11	4296	2.8952e-01	7.6589e-01	1.0875e-02	9.8912e-01	2.8542e-06
MAP3K11	ENSG00000173327	2.8952e-01	7.6589e-01	1.0875e-02	9.8912e-01	2.8542e-06
MAP3K12	7786	0.0000e+00	6.3273e-01	1.0000e+00	3.4494e-07	3.4653e-17
MAP3K12	ENSG00000139625	0.0000e+00	6.3273e-01	1.0000e+00	3.4494e-07	3.4653e-17
MAP3K13	9175	2.0260e-01	7.3811e-01	8.0051e-01	1.9949e-01	5.9579e-10
MAP3K13	ENSG00000073803	2.0260e-01	7.3811e-01	8.0051e-01	1.9949e-01	5.9579e-10
MAP3K15	389840	1.0482e+00	1.1011e+00	2.9348e-32	1.2511e-05	9.9999e-01
MAP3K15	ENSG00000180815	1.0482e+00	1.1011e+00	2.9348e-32	1.2511e-05	9.9999e-01
MAP3K19	80122	7.8362e-01	9.1762e-01	1.7574e-22	7.1337e-02	9.2866e-01
MAP3K19	ENSG00000176601	7.8362e-01	9.1762e-01	1.7574e-22	7.1337e-02	9.2866e-01
MAP3K2	10746	0.0000e+00	6.3308e-01	9.9999e-01	8.1981e-06	7.7873e-14
MAP3K2	ENSG00000169967	0.0000e+00	6.3308e-01	9.9999e-01	8.1981e-06	7.7873e-14
MAP3K3	4215	1.5283e-01	7.1594e-01	9.8535e-01	1.4653e-02	4.5599e-10
MAP3K3	ENSG00000198909	1.5283e-01	7.1594e-01	9.8535e-01	1.4653e-02	4.5599e-10
MAP3K4	4216	1.0564e-01	7.2964e-01	1.0000e+00	7.2473e-08	4.4070e-25
MAP3K4	ENSG00000085511	1.0564e-01	7.2964e-01	1.0000e+00	7.2473e-08	4.4070e-25
MAP3K5	4217	2.2091e-01	6.5866e-01	5.1964e-01	4.8036e-01	3.1960e-12
MAP3K5	ENSG00000197442	2.2091e-01	6.5866e-01	5.1964e-01	4.8036e-01	3.1960e-12
MAP3K6	9064	5.8136e-01	8.7247e-01	1.0532e-16	9.9827e-01	1.7341e-03
MAP3K6	ENSG00000142733	5.8136e-01	8.7247e-01	1.0532e-16	9.9827e-01	1.7341e-03
MAP3K7	6885	8.2090e-02	5.7446e-01	9.9971e-01	2.9137e-04	3.8651e-12
MAP3K7	ENSG00000135341	8.2090e-02	5.7446e-01	9.9971e-01	2.9137e-04	3.8651e-12
MAP3K7CL	56911	9.7768e-01	8.4536e-01	8.3352e-08	1.6728e-01	8.3272e-01
MAP3K7CL	ENSG00000156265	9.7768e-01	8.4536e-01	8.3352e-08	1.6728e-01	8.3272e-01
MAP3K8	1326	1.0252e-01	6.0848e-01	9.6825e-01	3.1747e-02	1.8340e-06
MAP3K8	ENSG00000107968	1.0252e-01	6.0848e-01	9.6825e-01	3.1747e-02	1.8340e-06
MAP3K9	4293	2.4627e-01	8.6211e-01	1.1764e-01	8.8236e-01	7.0764e-08
MAP3K9	ENSG00000006432	2.4627e-01	8.6211e-01	1.1764e-01	8.8236e-01	7.0764e-08
MAP4	4134	1.9315e-01	9.2233e-01	8.4782e-01	1.5218e-01	6.9300e-09
MAP4	ENSG00000047849	1.9315e-01	9.2233e-01	8.4782e-01	1.5218e-01	6.9300e-09
MAP4K1	11184	1.6883e-01	5.9374e-01	9.8919e-01	1.0815e-02	1.7928e-12
MAP4K1	ENSG00000104814	1.6883e-01	5.9374e-01	9.8919e-01	1.0815e-02	1.7928e-12
MAP4K2	5871	4.9965e-01	7.9129e-01	1.5422e-11	9.9988e-01	1.1723e-04
MAP4K2	ENSG00000168067	4.9965e-01	7.9129e-01	1.5422e-11	9.9988e-01	1.1723e-04
MAP4K3	8491	2.4156e-01	8.1066e-01	1.0987e-01	8.9013e-01	1.3369e-10
MAP4K3	ENSG00000011566	2.4156e-01	8.1066e-01	1.0987e-01	8.9013e-01	1.3369e-10
MAP4K4	9448	9.3011e-02	4.8218e-01	1.0000e+00	1.0993e-07	2.9693e-23
MAP4K4	ENSG00000071054	9.3011e-02	4.8218e-01	1.0000e+00	1.0993e-07	2.9693e-23
MAP4K5	11183	1.5743e-01	7.0335e-01	9.9469e-01	5.3087e-03	1.5532e-12
MAP4K5	ENSG00000012983	1.5743e-01	7.0335e-01	9.9469e-01	5.3087e-03	1.5532e-12
MAP6	4135	2.1982e-01	7.9252e-01	3.9507e-01	6.0318e-01	1.7510e-03
MAP6	ENSG00000171533	2.1982e-01	7.9252e-01	3.9507e-01	6.0318e-01	1.7510e-03
MAP6D1	79929	3.9089e-01	1.0661e+00	1.1028e-01	7.8652e-01	1.0320e-01
MAP6D1	ENSG00000180834	3.9089e-01	1.0661e+00	1.1028e-01	7.8652e-01	1.0320e-01
MAP7	9053	2.2307e-01	9.0754e-01	4.2439e-01	5.7561e-01	1.9578e-08
MAP7	ENSG00000135525	2.2307e-01	9.0754e-01	4.2439e-01	5.7561e-01	1.9578e-08
MAP7D1	55700	1.4672e-01	8.7564e-01	9.9199e-01	8.0057e-03	1.0358e-10
MAP7D1	ENSG00000116871	1.4672e-01	8.7564e-01	9.9199e-01	8.0057e-03	1.0358e-10
MAP7D2	256714	2.7411e-01	1.0404e+00	4.1409e-02	9.5858e-01	9.4708e-06
MAP7D2	ENSG00000184368	2.7411e-01	1.0404e+00	4.1409e-02	9.5858e-01	9.4708e-06
MAP7D3	79649	6.6879e-01	1.0171e+00	4.6062e-10	8.0983e-01	1.9017e-01
MAP7D3	ENSG00000129680	6.6879e-01	1.0171e+00	4.6062e-10	8.0983e-01	1.9017e-01
MAP9	79884	8.5315e-01	9.7460e-01	2.5444e-15	6.3481e-02	9.3652e-01
MAP9	ENSG00000164114	8.5315e-01	9.7460e-01	2.5444e-15	6.3481e-02	9.3652e-01
MAPK1	5594	0.0000e+00	2.5677e-01	9.9698e-01	3.0200e-03	1.3942e-07
MAPK1	ENSG00000100030	0.0000e+00	2.5677e-01	9.9698e-01	3.0200e-03	1.3942e-07
MAPK10	5602	2.3601e-01	4.6799e-01	2.7553e-01	7.2443e-01	3.8022e-05
MAPK10	ENSG00000109339	2.3601e-01	4.6799e-01	2.7553e-01	7.2443e-01	3.8022e-05
MAPK11	5600	4.5284e-01	5.9189e-01	3.3565e-04	9.8937e-01	1.0291e-02
MAPK11	ENSG00000185386	4.5284e-01	5.9189e-01	3.3565e-04	9.8937e-01	1.0291e-02
MAPK12	6300	6.2361e-01	1.0895e+00	5.8734e-07	8.8159e-01	1.1841e-01
MAPK12	ENSG00000188130	6.2361e-01	1.0895e+00	5.8734e-07	8.8159e-01	1.1841e-01
MAPK13	5603	7.5817e-01	9.1007e-01	6.7197e-11	4.1345e-01	5.8655e-01
MAPK13	ENSG00000156711	7.5817e-01	9.1007e-01	6.7197e-11	4.1345e-01	5.8655e-01
MAPK14	1432	2.2494e-01	3.4794e-01	3.7466e-01	6.2525e-01	8.4442e-05
MAPK14	ENSG00000112062	2.2494e-01	3.4794e-01	3.7466e-01	6.2525e-01	8.4442e-05
MAPK15	225689	1.1109e+00	1.2041e+00	1.8682e-21	4.1956e-04	9.9958e-01
MAPK15	ENSG00000181085	1.1109e+00	1.2041e+00	1.8682e-21	4.1956e-04	9.9958e-01
MAPK1IP1L	93487	1.3062e-01	8.5936e-01	6.4991e-01	3.4473e-01	5.3566e-03
MAPK1IP1L	ENSG00000168175	1.3062e-01	8.5936e-01	6.4991e-01	3.4473e-01	5.3566e-03
MAPK3	5595	3.1108e-01	6.8401e-01	3.6884e-02	9.6176e-01	1.3608e-03
MAPK3	ENSG00000102882	3.1108e-01	6.8401e-01	3.6884e-02	9.6176e-01	1.3608e-03
MAPK4	5596	2.4755e-01	7.5581e-01	2.1895e-01	7.8073e-01	3.1365e-04
MAPK4	ENSG00000141639	2.4755e-01	7.5581e-01	2.1895e-01	7.8073e-01	3.1365e-04
MAPK6	5597	1.9366e-01	8.9395e-01	6.9646e-01	3.0354e-01	5.9633e-06
MAPK6	ENSG00000069956	1.9366e-01	8.9395e-01	6.9646e-01	3.0354e-01	5.9633e-06
MAPK7	5598	3.4882e-01	7.7719e-01	3.1023e-03	9.9647e-01	4.2983e-04
MAPK7	ENSG00000166484	3.4882e-01	7.7719e-01	3.1023e-03	9.9647e-01	4.2983e-04
MAPK8	5599	4.3681e-02	4.6421e-01	9.9823e-01	1.7736e-03	7.7018e-09
MAPK8	ENSG00000107643	4.3681e-02	4.6421e-01	9.9823e-01	1.7736e-03	7.7018e-09
MAPK8IP1	9479	3.4273e-02	7.8789e-01	9.9983e-01	1.6937e-04	2.5177e-11
MAPK8IP1	ENSG00000121653	3.4273e-02	7.8789e-01	9.9983e-01	1.6937e-04	2.5177e-11
MAPK8IP2	23542	0.0000e+00	6.6915e-01	9.9997e-01	2.6359e-05	1.3393e-12
MAPK8IP2	ENSG00000008735	0.0000e+00	6.6915e-01	9.9997e-01	2.6359e-05	1.3393e-12
MAPK8IP3	23162	7.1508e-02	7.3056e-01	1.0000e+00	2.9903e-08	3.0429e-23
MAPK8IP3	ENSG00000138834	7.1508e-02	7.3056e-01	1.0000e+00	2.9903e-08	3.0429e-23
MAPK9	5601	2.7462e-01	5.8239e-01	6.9738e-02	9.3016e-01	1.0170e-04
MAPK9	ENSG00000050748	2.7462e-01	5.8239e-01	6.9738e-02	9.3016e-01	1.0170e-04
MAPKAP1	79109	3.2277e-02	5.4227e-01	9.9991e-01	8.6260e-05	4.8660e-12
MAPKAP1	ENSG00000119487	3.2277e-02	5.4227e-01	9.9991e-01	8.6260e-05	4.8660e-12
