merged_symbol	merged_geneid	replaced_geneid	replaced_discontinued_geneid	replaced_discontinued_symbol	replaced_date	GeneID	Discontinued_GeneID	Discontinued_Symbol	Discontinue_Date
ALKBH3	221120	221120	143968	LOC143968	20050510				
ALMS1	7840	7840	23147	KIAA0328	20050510				
ALOX12P1	243	243	100420310	LOC100420310	20100813				
ALOX12P1	243	243	204649	LOC204649	20050510				
ALOX12P2	245	245	50811	ALOX12E	20050510				
ALOX15P1	100652883	100652883	100420309	LOC100420309	20100813				
ALOX15P1	100652883	100652883	100653158	LOC100653158	20120726				
ALOX15P1	100652883	100652883	342531	ALOX15P1	20120410				
ALOX15P1	100652883	100652883	64003	ALOX15P	20090129				
ALOX15P2	642959	642959	650197	LOC650197	20070619				
ALOXE3	59344	59344	64048	ALOXE3	20050507				
ALPK1	80216	80216	57651	KIAA1527	20050510				
ALPP	250	250	129564	LOC129564	20050502				
ALPPL2	251	251	115984	LOC115984	20050510				
ALS2	57679	57679	252	ALS2	20050508				
ALS2	57679	57679	65058	ALS2CR6	20050510				
ALS2CL	259173	259173	338373	ALS2CL	20050510				
ALS2CR11	151254	151254	65071	ALS2CR11	20050510				
ALS2CR12	130540	130540	65070	ALS2CR12	20050510				
ALX3	257	257	2336	FND	20140206				
ALX3	257	257	93575	LOC93575	20050510				
ALX4	60529	60529	221118	LOC221118	20050510				
ALX4	60529	60529	64068	PFM	20050526				
AMBN	258	258	51269	LOC51269	20050510				
AMD1	262	262	221268	LOC221268	20050510				
AMDP1	263	263	100133011	LOC100133011	20090620				
AMDP1	263	263	100288740	LOC100288740	20100608				
AMER1	139285	139285	160176	OSCS	20091006				
AMHR2	269	269	115975	LOC115975	20050510				
AMHR2	269	269	121341	LOC121341	20050502				
AMICA1	120425	120425	261728	AMICA1	20050510				
AMIGO1	57463	57463	339446	LOC339446	20050505				
AMIGO1	57463	57463	348356	LOC348356	20050510				
AMIGO2	347902	347902	102724147	LOC102724147	20150315				
AMMECR1	9949	9949	23656	AMMERC1	20050510				
AMMECR1	9949	9949	286505	LOC286505	20050719				
AMOT	154796	154796	23340	KIAA1071	20050510				
AMOTL1	154810	154810	115927	JEAP	20050510				
AMOTL2	51421	51421	154816	AMOTL2	20050510				
AMOTL2	51421	51421	23156	KIAA0989	20050510				
AMZ2P1	201283	201283	729785	LOC729785	20080304				
AMZ2P1	201283	201283	731912	LOC731912	20070619				
ANAPC1	64682	64682	100134261	LOC100134261	20110803				
ANAPC1	64682	64682	100653327	LOC100653327	20120726				
ANAPC1	64682	64682	285069	LOC285069	20050510				
ANAPC10	10393	10393	25866	DKFZP564L0562	20050510				
ANAPC10P1	729198	729198	100421049	LOC100421049	20100811				
ANAPC10P1	729198	729198	731853	LOC731853	20070619				
ANAPC1P1	100286979	100286979	100133982	LOC100133982	20100430				
ANAPC5	51433	51433	11324	PDL-108	20050502				
ANGPT4	51378	51378	9067	ANGPT4	20050502				
ANGPTL3	27329	27329	10119	ANGPT5	20050510				
ANGPTL3	27329	27329	54222	FHBL2	20110601				
ANGPTL4	51129	51129	56685	PGAR	20050510				
ANGPTL4	51129	51129	93954	ANGPTL4	20050502				
ANGPTL5	253935	253935	268275	ANGPTL5	20050217				
ANGPTL7	10218	10218	127159	LOC127159	20050510				
ANGPTL7	10218	10218	127766	LOC127766	20050510				
ANGPTL7	10218	10218	149217	LOC149217	20050510				
ANK1	286	286	157847	LOC157847	20050510				
ANK2	287	287	4028	LQT4	20050510				
ANKDD1B	728780	728780	391797	ANKDD1B	20081025				
ANKDD1B	728780	728780	730805	LOC730805	20070619				
ANKFN1	162282	162282	101927408	LOC101927408	20140206				
ANKFY1	51479	51479	57500	KIAA1255	20050510				
ANKH	56172	56172	1225	CMDJ	20060531				
ANKH	56172	56172	7995	CCAL2	20050509				
ANKHD1	54882	54882	55058	FLJ10042	20050510				
ANKHD1	54882	54882	57450	KIAA1085	20050510				
ANKHD1	54882	54882	79655	FLJ14127	20050510				
ANKHD1	54882	54882	79721	FLJ11979	20050510				
ANKMY1	51281	51281	54950	FLJ20499	20050510				
ANKMY2	57037	57037	116364	LOC116364	20050510				
ANKMY2	57037	57037	96008	LOC96008	20050510				
ANKRD11	29123	29123	114225	LOC114225	20050510				
ANKRD11	29123	29123	283864	LOC283864	20050510				
ANKRD11	29123	29123	92821	LOC92821	20050510				
ANKRD12	23253	23253	55606	FLJ20053	20050510				
ANKRD17	26057	26057	84177	FLJ22206	20050510				
ANKRD18A	253650	253650	169675	ANKRD18A	20070301				
ANKRD18B	441459	441459	158177	ANKRD18B	20060926				
ANKRD18B	441459	441459	259264	bA255A11.3	20050502				
ANKRD18DP	348840	348840	653228	LOC653228	20060421				
ANKRD18DP	348840	348840	653917	LOC653917	20060312				
ANKRD18EP	100131031	100131031	100533656	LOC100533656	20110622				
ANKRD20A11P	391267	391267	100421426	LOC100421426	20101009				
ANKRD20A11P	391267	391267	100533726	ANKRD20A11P	20111214				
ANKRD20A11P	391267	391267	114035	C21orf81	20090114				
ANKRD20A12P	100874392	100874392	375010	LOC375010	20120531				
ANKRD20A18P	391269	391269	387326	C21orf126	20070718				
ANKRD20A20P	728788	728788	724098	CCDC29	20070621				
ANKRD20A4	728747	728747	392331	LOC392331	20060906				
ANKRD20A4	728747	728747	724093	ANKRD20A4	20070621				
ANKRD20A5P	440482	440482	100421450	LOC100421450	20110702				
ANKRD20A5P	440482	440482	100533724	LOC100533724	20110914				
ANKRD20A8P	729171	729171	389002	ANKRD20B	20070301				
ANKRD20A8P	729171	729171	441424	LOC441424	20070301				
ANKRD20A8P	729171	729171	730920	LOC730920	20070619				
ANKRD20A9P	284232	284232	100421421	LOC100421421	20100813				
ANKRD20A9P	284232	284232	440124	LOC440124	20060306				
ANKRD20A9P	284232	284232	645614	LOC645614	20090306				
ANKRD20A9P	284232	284232	645626	LOC645626	20160726				
ANKRD26	22852	22852	101929149	LOC101929149	20150315				
ANKRD26	22852	22852	102724218	LOC102724218	20150315				
ANKRD26P1	124149	124149	100128802	LOC100128802	20090103				
ANKRD30BP1	642460	642460	378822	C21orf110	20080821				
ANKRD30BP3	338579	338579	100420045	LOC100420045	20101013				
ANKRD32	84250	84250	101929687	LOC101929687	20150315				
ANKRD32	84250	84250	345499	BRCTD1	20080515				
ANKRD33	341405	341405	60453	C12orf7	20050510				
ANKRD34A	284615	284615	101060487	LOC101060487	20130816				
ANKRD35	148741	148741	101060345	LOC101060345	20130816				
ANKRD36B	57730	57730	100292621	LOC100292621	20110803				
ANKRD36B	57730	57730	375250	LOC375250	20050510				
ANKRD36B	57730	57730	375251	LOC375251	20070207				
ANKRD36B	57730	57730	389008	LOC389008	20070207				
ANKRD36B	57730	57730	643591	LOC643591	20060708				
ANKRD36B	57730	57730	80265	FLJ21281	20050510				
ANKRD36BP1	84832	84832	548331	ANKRD26L1	20081025				
ANKRD36BP2	645784	645784	730272	LOC730272	20081106				
ANKRD36C	400986	400986	100509882	LOC100509882	20101127				
ANKRD42	338699	338699	729814	LOC729814	20070419				
ANKRD42	338699	338699	732033	LOC732033	20070419				
ANKRD52	283373	283373	100131489	LOC100131489	20080610				
ANKRD57P1	100131984	100131984	100653295	LOC100653295	20130816				
ANKRD66	100287718	100287718	100293913	LOC100293913	20100430				
ANKS1B	56899	56899	257413	MGC26087	20050510				
ANKS6	203286	203286	445575	ANKRD14	20070629				
ANKUB1	389161	389161	389163	FLJ40759	20081104				
ANO2	57101	57101	57201	C12ORF3	20050510				
ANO5	203859	203859	100038342	LGMD2L	20110606				
ANO7	50636	50636	344525	NGEP	20050510				
ANP32B	10541	10541	138551	LOC138551	20050510				
ANP32BP1	646791	646791	647504	LOC647504	20070619				
ANTXR1	84168	84168	220695	LOC220695	20050510				
ANTXR1	84168	84168	55185	FLJ10601	20050510				
ANTXR1	84168	84168	57346	TEM8	20050510				
ANXA10	11199	11199	51436	ANX14	20050510				
ANXA2	302	302	792	CAL1H	20050510				
ANXA2P1	303	303	90722	LOC90722	20050510				
ANXA2P3	305	305	221025	LOC221025	20050510				
ANXA2P3	305	305	283054	LOC283054	20050505				
ANXA2P3	305	305	92557	LOC92557	20050510				
ANXA2R	389289	389289	257249	LOC257249	20050510				
ANXA8	653145	653145	414305	ANXA8L1	20060323				
ANXA8	653145	653145	653107	LOC653107	20061129				
ANXA8L1	728113	728113	142972	LOC142972	20050510				
ANXA8L1	728113	728113	244	ANXA8L2	20140409				
ANXA8L1	728113	728113	414306	ANXA8L2	20070623				
ANXA8L1	728113	728113	653110	LOC653110	20110408				
ANXA8L1	728113	728113	728449	LOC728449	20110408				
ANXA8L1	728113	728113	96395	LOC96395	20050510				
AOC2	314	314	95864	LOC95864	20050510				
AOX2P	344454	344454	171587	AOX2	20050502				
AP1AR	55435	55435	112881	LOC112881	20050510				
AP1B1	162	162	1171	CLAPB2	20050510				
AP1G1	164	164	1172	CLAPG1	20050510				
AP1M1	8907	8907	84523	AP47	20050510				
AP1S1	1174	1174	574017	EKV3	20141125				
AP1S2	8905	8905	4422	MRX59	20080322				
AP1S2	8905	8905	5242	MRXS5	20141125				
AP2A1	160	160	1168	CLAPA1	20050510				
AP2A1	160	160	92649	LOC92649	20050510				
AP2A2	161	161	101927462	LOC101927462	20140206				
AP2A2	161	161	1169	CLAPA2	20050510				
AP2A2	161	161	25765	KIAA0899	20050510				
AP2A2	161	161	25955	DKFZP564D1864	20050510				
AP2B1	163	163	1170	CLAPB1	20050510				
AP2S1	1175	1175	9151	HHC3	20141126				
AP2S1	1175	1175	9161	AP17-DELTA	20050503				
AP3S1	1176	1176	153728	LOC153728	20050510				
AP3S1	1176	1176	83210	LOC83210	20050510				
AP3S1	1176	1176	89412	LOC89412	20050510				
AP3S2	10239	10239	283762	FLJ35955	20050502				
AP3S2	10239	10239	8885	SIGMA3B	20050510				
AP4B1-AS1	100287722	100287722	101928822	LOC101928822	20140913				
AP4M1	9179	9179	51576	LOC51576	20050510				
AP5B1	91056	91056	254115	DKFZp761E198	20050510				
AP5B1	91056	91056	347851	LOC347851	20050510				
APBA1	320	320	138256	LOC138256	20050510				
APBA2	321	321	9029	MINT2	20050510				
APBB3	10307	10307	100505798	LOC100505798	20170829				
APCDD1	147495	147495	60503	HTS	20120405				
APCDD1	147495	147495	85500	APCDD1	20050510				
APEH	327	327	255861	LOC255861	20111203				
APEH	327	327	51543	OPH	20050510				
APEH	327	327	95915	MGC2178	20050510				
APH1A	51107	51107	82089	LOC82089	20050510				
APH1B	83464	83464	145842	LOC145842	20090305				
API5	8539	8539	10719	API5L1	20050510				
API5	8539	8539	114924	LOC114924	20050510				
API5	8539	8539	63324	LOC63324	20050510				
API5	8539	8539	95494	LOC95494	20050510				
API5P1	642812	642812	100419463	LOC100419463	20100813				
API5P1	642812	642812	338021	API5L1	20081230				
API5P2	728664	728664	100419276	LOC100419276	20100813				
API5P2	728664	728664	731272	LOC731272	20070619				
APITD1	378708	378708	374945	MGC32686	20050510				
APLP2	334	334	51680	LOC51680	20050510				
APMAP	57136	57136	113580	LOC113580	20050510				
APOA5	116519	116519	93561	LOC93561	20050510				
APOBEC3A	200315	200315	100506375	LOC100506375	20101209				
APOBEC3A	200315	200315	113827	LOC113827	20050510				
APOBEC3A	200315	200315	115603	LOC115603	20050510				
APOBEC3A	200315	200315	140561	APOBEC3A	20050503				
APOBEC3A	200315	200315	91577	LOC91577	20050510				
APOBEC3B	9582	9582	140562	APOBEC3B	20050504				
APOBEC3C	27350	27350	140563	APOBEC3C	20050505				
APOBEC3C	27350	27350	91578	LOC91578	20050510				
APOBEC3D	140564	140564	140565	APOBEC3E	20080507				
APOBEC3F	200316	200316	140566	APOBEC3F	20050510				
APOBEC3F	200316	200316	29762	KA6	20050510				
APOBEC3G	60489	60489	140567	APOBEC3G	20050510				
APOBEC3G	60489	60489	80065	FLJ12740	20050510				
APOBEC4	403314	403314	200056	LOC200056	20050510				
APOBR	55911	55911	220567	LOC220567	20050510				
APOBR	55911	55911	348166	LOC348166	20050505				
APOBR	55911	55911	388232	LOC388232	20050510				
APOBR	55911	55911	400514	LOC400514	20050510				
APOC1P1	342	342	100293072	LOC100293072	20090904				
APOC3	345	345	440838	LOC440838	20070621				
APOE	348	348	99	AD2	20050510				
APOL1	8542	8542	100270640	FSGS4	20101118				
APOL3	80833	80833	129128	LOC129128	20050510				
APOL3	80833	80833	25815	CG12-1	20050509				
APOM	55937	55937	257553	LOC257553	20050510				
APOM	55937	55937	257604	LOC257604	20050510				
APOOP1	100286948	100286948	100290223	LOC100290223	20100430				
APOOP4	100128725	100128725	100294324	LOC100294324	20090925				
APOOP5	644649	644649	650817	LOC650817	20070619				
APRT	353	353	115988	LOC115988	20050510				
APTX	54840	54840	557	AXA1	20050509				
APTX	54840	54840	64586	AOA	20050510				
APTX	54840	54840	94135	APTX	20050510				
AQP1	358	358	1273	CO	20050502				
AQP12A	375318	375318	282680	AQP12	20050502				
AQP12B	653437	653437	130985	LOC130985	20070825				
AQP12B	653437	653437	285192	AQP12B	20070825				
AQP12B	653437	653437	50605	INSSA3	20050531				
AQP3	360	360	116088	LOC116088	20050504				
AQP4	361	361	50660	HMIWC2	20050510				
AQP5	362	362	8084	PPKB	20140516				
AQP7	364	364	150480	LOC150480	20050508				
AQP7	364	364	365	AQP7L	20050510				
AQP7	364	364	82612	LOC82612	20050510				
AQP7	364	364	91114	LOC91114	20050508				
AQP7P2	389756	389756	101929956	LOC101929956	20140206				
AQP7P3	441432	441432	100418825	LOC100418825	20110329				
AQP7P4	100132938	100132938	441438	AQP7P4	20100624				
AQPEP	206338	206338	102723391	LOC102723391	20150315				
ARAF2P	644000	644000	100421740	LOC100421740	20110303				
ARAF2P	644000	644000	370	ARAF2P	20090421				
ARAF2P	644000	644000	641719	LOC641719	20090324				
ARAF2P	644000	644000	7970	PKS1	20050510				
ARAF3P	285893	285893	100421743	LOC100421743	20100813				
ARAP1	116985	116985	23290	KIAA0782	20050510				
ARAP2	116984	116984	101928667	LOC101928667	20160609				
ARAP2	116984	116984	152657	LOC152657	20050510				
ARAP2	116984	116984	23278	KIAA0580	20050510				
ARC	23237	23237	53837	ARC	20050510				
ARCN1	372	372	22819	COPD	20050510				
AREG	374	374	113412	LOC113412	20050510				
AREG	374	374	115165	LOC115165	20050510				
AREG	374	374	727738	AREGB	20140412				
ARF1	375	375	128306	LOC128306	20050510				
ARF1P1	442334	442334	100419993	LOC100419993	20100813				
ARF1P1	442334	442334	442711	LOC442711	20060414				
ARF3	377	377	113081	LOC113081	20050510				
ARF3	377	377	115999	LOC115999	20050510				
ARF4	378	378	376	ARF2	20070330				
ARF4P1	380	380	100419927	LOC100419927	20100813				
ARF4P2	170485	170485	100420034	LOC100420034	20100813				
ARF4P3	390423	390423	100420031	LOC100420031	20100813				
ARF6	382	382	63379	LOC63379	20050510				
ARFGEF1	10565	10565	25860	DKFZP434L057	20050510				
ARFIP1	27236	27236	102724121	LOC102724121	20150315				
ARFRP1	10139	10139	115076	LOC115076	20050510				
ARFRP1	10139	10139	149661	LOC149661	20050510				
ARGFXP1	503583	503583	100419719	LOC100419719	20100813				
ARHGAP11A	9824	9824	102724126	LOC102724126	20140507				
ARHGAP11A	9824	9824	374611	MGC70740	20050510				
ARHGAP11B	89839	89839	449618	ARHGAP11B	20070616				
ARHGAP11B	89839	89839	89834	FAM7B1	20090225				
ARHGAP12	94134	94134	55767	FLJ10971	20050510				
ARHGAP16P	319102	319102	100420663	LOC100420663	20100820				
ARHGAP17	55114	55114	100129892	LOC100129892	20090312				
ARHGAP22	58504	58504	101930357	LOC101930357	20150315				
ARHGAP27	201176	201176	201175	SH3D20	20110330				
ARHGAP27	201176	201176	374805	LOC374805	20050510				
ARHGAP28	79822	79822	388462	LOC388462	20050510				
ARHGAP28	79822	79822	57527	KIAA1314	20050510				
ARHGAP32	9743	9743	79108	MGC1892	20050510				
ARHGAP33	115703	115703	126397	LOC126397	20050510				
ARHGAP33	115703	115703	93092	DKFZp434A1010	20050510				
ARHGAP35	2909	2909	653655	LOC653655	20060317				
ARHGAP35	2909	2909	654215	LOC654215	20060312				
ARHGAP35	2909	2909	79266	MGC10745	20050510				
ARHGAP4	393	393	8275	RGC1	20050510				
ARHGAP40	343578	343578	140681	C20orf95	20050510				
ARHGAP42	143872	143872	100129602	LOC100129602	20090124				
ARHGAP42	143872	143872	143870	LOC143870	20050510				
ARHGAP42	143872	143872	83935	TMEM133	20171118				
ARHGAP42P1	100887075	100887075	100134078	LOC100134078	20100430				
ARHGAP42P1	100887075	100887075	100287648	LOC100287648	20120726				
ARHGAP42P3	266698	266698	100421544	LOC100421544	20101023				
ARHGAP42P4	254398	254398	102725103	LOC102725103	20150315				
ARHGAP44	9912	9912	728810	LOC728810	20070629				
ARHGAP44	9912	9912	731331	LOC731331	20070619				
ARHGAP44	9912	9912	80261	FLJ13735	20050510				
ARHGAP5	394	394	2666	GFI2	20071011				
ARHGAP5-AS1	84837	84837	338015	C14orf128	20050217				
ARHGAP9	64333	64333	84526	ARHGAP9	20050510				
ARHGEF12	23365	23365	55406	PRO2792	20050510				
ARHGEF15	22899	22899	256980	MGC44868	20050510				
ARHGEF15	22899	22899	80081	FLJ13791	20050510				
ARHGEF18	23370	23370	85008	MGC15913	20050510				
ARHGEF28	64283	64283	134165	KIAA1998	20050510				
ARHGEF34P	728377	728377	441296	LOC441296	20061228				
ARHGEF34P	728377	728377	641899	LOC641899	20060505				
ARHGEF34P	728377	728377	647707	LOC647707	20060601				
ARHGEF34P	728377	728377	653250	LOC653250	20061228				
ARHGEF34P	728377	728377	653700	LOC653700	20060420				
ARHGEF34P	728377	728377	653855	LOC653855	20060515				
ARHGEF34P	728377	728377	653859	LOC653859	20060515				
ARHGEF34P	728377	728377	730347	LOC730347	20061118				
ARHGEF38	54848	54848	401147	FLJ43963	20110623				
ARHGEF4	50649	50649	23372	KIAA1112	20050510				
ARHGEF4	50649	50649	56770	ASEF	20050507				
ARHGEF5	7984	7984	54385	ARHGEF5	20050510				
ARHGEF6	9459	9459	4410	MRX46	20050502				
ARID1A	8289	8289	55834	BM029	20050510				
ARID1B	57492	57492	54736	DAN15	20050510				
ARID1B	57492	57492	645070	RP11-419L10.1	20060421				
ARID2	196528	196528	57676	KIAA1557	20050510				
ARID3C	138715	138715	399524	ARID3C	20050510				
ARID4B	51742	51742	88087	LOC88087	20050510				
ARID5A	10865	10865	100132284	LOC100132284	20100819				
ARID5A	10865	10865	100996535	LOC100996535	20150315				
ARIH1	25820	25820	10132	ARI	20050510				
ARIH1	25820	25820	102723628	LOC102723628	20150315				
ARIH1	25820	25820	113524	LOC113524	20050510				
ARIH2OS	646450	646450	285271	LOC285271	20050510				
ARIH2OS	646450	646450	401064	LOC401064	20050510				
ARIH2OS	646450	646450	651992	LOC651992	20060312				
ARIH2P1	390844	390844	100420487	LOC100420487	20100813				
ARIH2P1	390844	390844	648135	LOC648135	20070619				
ARL10	285598	285598	387489	ARL10A	20050508				
ARL14	80117	80117	360154	ARF7	20050507				
ARL14EPL	644100	644100	100505790	LOC100505790	20110803				
ARL14EPL	644100	644100	648335	LOC648335	20060323				
ARL17A	51326	51326	100294341	LOC100294341	20160413				
ARL17B	100506084	100506084	641522	ARL17B	20110408				
ARL2BPP1	399666	399666	101929985	LOC101929985	20140206				
ARL2BPP2	643898	643898	121397	LOC121397	20050507				
ARL2BPP2	643898	643898	399667	ARL2BPL	20110521				
ARL2BPP2	643898	643898	649090	LOC649090	20070619				
ARL2BPP3	646879	646879	651875	LOC651875	20060323				
ARL4D	379	379	23407	ARL6	20050510				
ARL5AP4	641379	641379	100420565	LOC100420565	20100817				
ARL5C	390790	390790	100131933	LOC100131933	20080703				
ARL5C	390790	390790	376401	LOC376401	20050510				
ARL5C	390790	390790	399699	ARL12	20050506				
ARL6	84100	84100	100506362	LOC100506362	20120202				
ARL6	84100	84100	584	BBS3	20050504				
ARL6IP1	23204	23204	56166	ARL6IP	20050510				
ARL6IP1P1	100288702	100288702	100130918	LOC100130918	20100430				
ARL6IP1P1	100288702	100288702	378712	ARL6IP1P1	20110805				
ARL6IP1P2	646348	646348	651528	LOC651528	20070619				
ARL6IP4	51329	51329	55913	LOC55913	20050510				
ARL9	132946	132946	387029	ARL9	20050510				
ARMC10P1	389137	389137	339841	LOC339841	20050507				
ARMC10P1	389137	389137	648191	LOC648191	20060312				
ARMC3	219681	219681	219680	FLJ25845	20050510				
ARMC4	55130	55130	347807	LOC347807	20050502				
ARMC4	55130	55130	84104	DKFZP434P1735	20050510				
ARMC4P1	101060171	101060171	105379612	LOC105379612	20160609				
ARMC8	25852	25852	29067	HSPC056	20050510				
ARMC9	80210	80210	79775	FLJ23510	20050510				
ARMCX4	100131755	100131755	100292655	LOC100292655	20090904				
ARMCX4	100131755	100131755	158947	ARMCX4	20090904				
ARMCX4	100131755	100131755	25899	DKFZP586N0819	20050510				
ARMCX4	100131755	100131755	389878	CXorf35	20100130				
ARMCX6	54470	54470	113796	LOC113796	20050506				
ARMCX6	54470	54470	115858	LOC115858	20050510				
ARMCX6	54470	54470	91326	LOC91326	20050508				
ARMCX6	54470	54470	91770	LOC91770	20050510				
ARMS2	387715	387715	374359	LOC374359	20050510				
ARPC2	10109	10109	220721	LOC220721	20050505				
ARPC3P1	87171	87171	100422016	LOC100422016	20100813				
ARPC3P2	391160	391160	647889	LOC647889	20060323				
ARPC3P3	729494	729494	730541	LOC730541	20070619				
ARPP21	10777	10777	389105	FLJ32997	20060919				
ARPP21	10777	10777	51183	LOC51183	20050510				
ARRDC2	27106	27106	126357	LOC126357	20050510				
ARRDC3-AS1	100129716	100129716	285620	LOC285620	20090401				
ARRDC5	645432	645432	342959	ARRDC5	20070118				
ARRDC5	645432	645432	651041	LOC651041	20060323				
ARSA	410	410	100506900	LOC100506900	20101204				
ARSA	410	410	100508428	LOC100508428	20101204				
ARSDP1	10034	10034	100418945	LOC100418945	20100811				
ARSEP1	10033	10033	100421563	LOC100421563	20100811				
ARSFP1	23757	23757	100418944	LOC100418944	20100811				
ARSFP1	23757	23757	643123	LOC643123	20090620				
ARSI	340075	340075	134458	LOC134458	20050510				
ARSJ	79642	79642	102723905	LOC102723905	20150315				
ART2P	418	418	100419946	LOC100419946	20101105				
ART2P	418	418	8063	RT6	20050217				
ART4	420	420	1792	DO	20050510				
ARX	170302	170302	170640	ARX	20050502				
ARX	170302	170302	4393	MRX29	20060908				
ARX	170302	170302	4396	MRX32	20060908				
ARX	170302	170302	4398	MRX33	20060913				
ARX	170302	170302	4401	MRX36	20060331				
ARX	170302	170302	4403	MRX38	20060913				
ARX	170302	170302	4407	MRX43	20060331				
ARX	170302	170302	4417	MRX54	20060331				
ARX	170302	170302	50965	ISSX	20050510				
ARX	170302	170302	5658	PRTS	20050217				
ARX	170302	170302	57193	MRX76	20080322				
ARX	170302	170302	619216	MRX87	20080322				
