symbol	geneid	disorders
NRXN1	ENSG00000179915	[221150:Pitt-Hopkins-like_syndrome]
NSD1	64324	[228415:5q35_microduplication_syndrome],[238613:Beckwith-Wiedemann_syndrome_due_to_NSD1_mutation],[1627:Deletion_5q35],[821:Sotos_syndrome],[3447:Weaver_syndrome]
NSD1	ENSG00000165671	[228415:5q35_microduplication_syndrome],[238613:Beckwith-Wiedemann_syndrome_due_to_NSD1_mutation],[1627:Deletion_5q35],[821:Sotos_syndrome],[3447:Weaver_syndrome]
NSDHL	50814	[139:CHILD_syndrome],[251383:CK_syndrome]
NSDHL	ENSG00000147383	[139:CHILD_syndrome],[251383:CK_syndrome]
NSMCE2	286053	[436182:Microcephalic_primordial_dwarfism-insulin_resistance_syndrome]
NSMCE2	ENSG00000156831	[436182:Microcephalic_primordial_dwarfism-insulin_resistance_syndrome]
NSMF	26012	[478:Kallmann_syndrome],[432:Normosmic_congenital_hypogonadotropic_hypogonadism]
NSMF	ENSG00000165802	[478:Kallmann_syndrome],[432:Normosmic_congenital_hypogonadotropic_hypogonadism]
NSUN2	54888	[88616:Autosomal_recessive_non-syndromic_intellectual_disability],[235:Dubowitz_syndrome]
NSUN2	ENSG00000037474	[88616:Autosomal_recessive_non-syndromic_intellectual_disability],[235:Dubowitz_syndrome]
NT5C2	22978	[320396:Autosomal_recessive_spastic_paraplegia_type_45]
NT5C2	ENSG00000076685	[320396:Autosomal_recessive_spastic_paraplegia_type_45]
NT5C3A	51251	[35120:Hemolytic_anemia_due_to_pyrimidine_5'_nucleotidase_deficiency]
NT5C3A	ENSG00000122643	[35120:Hemolytic_anemia_due_to_pyrimidine_5'_nucleotidase_deficiency]
NT5E	4907	[289601:Hereditary_arterial_and_articular_multiple_calcification_syndrome]
NT5E	ENSG00000135318	[289601:Hereditary_arterial_and_articular_multiple_calcification_syndrome]
NTHL1	4913	[454840:NTHL1-related_attenuated_familial_adenomatous_polyposis]
NTHL1	ENSG00000065057	[454840:NTHL1-related_attenuated_familial_adenomatous_polyposis]
NTN1	9423	[238722:Familial_congenital_mirror_movements]
NTN1	ENSG00000065320	[238722:Familial_congenital_mirror_movements]
NTNG1	22854	[3095:Atypical_Rett_syndrome]
NTNG1	ENSG00000162631	[3095:Atypical_Rett_syndrome]
NTRK1	4914	[146:Differentiated_thyroid_carcinoma],[99361:Familial_medullary_thyroid_carcinoma],[642:Hereditary_sensory_and_autonomic_neuropathy_type_4],[64752:Hereditary_sensory_and_autonomic_neuropathy_type_5]
NTRK1	ENSG00000198400	[146:Differentiated_thyroid_carcinoma],[99361:Familial_medullary_thyroid_carcinoma],[642:Hereditary_sensory_and_autonomic_neuropathy_type_4],[64752:Hereditary_sensory_and_autonomic_neuropathy_type_5]
NTRK2	4915	[251615:Pilomyxoid_astrocytoma],[442835:Undetermined_early-onset_epileptic_encephalopathy],[3451:West_syndrome]
NTRK2	ENSG00000148053	[251615:Pilomyxoid_astrocytoma],[442835:Undetermined_early-onset_epileptic_encephalopathy],[3451:West_syndrome]
NTRK3	4916	[2665:Congenital_mesoblastic_nephroma],[146:Differentiated_thyroid_carcinoma],[2030:Fibrosarcoma]
NTRK3	ENSG00000140538	[2665:Congenital_mesoblastic_nephroma],[146:Differentiated_thyroid_carcinoma],[2030:Fibrosarcoma]
NUBPL	80224	[2609:Isolated_complex_I_deficiency]
NUBPL	ENSG00000151413	[2609:Isolated_complex_I_deficiency]
NUDT15	55270	[413687:Azathioprine_or_6-mercatopurine_toxicity_or_dose_selection]
NUDT15	ENSG00000136159	[413687:Azathioprine_or_6-mercatopurine_toxicity_or_dose_selection]
NUMA1	4926	[520:Acute_promyelocytic_leukemia]
NUMA1	ENSG00000137497	[520:Acute_promyelocytic_leukemia]
NUP107	57122	[243:46,XX_gonadal_dysgenesis],[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis],[2065:Galloway-Mowat_syndrome]
NUP107	ENSG00000111581	[243:46,XX_gonadal_dysgenesis],[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis],[2065:Galloway-Mowat_syndrome]
NUP133	55746	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis],[2065:Galloway-Mowat_syndrome]
NUP133	ENSG00000069248	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis],[2065:Galloway-Mowat_syndrome]
NUP155	9631	[334:Familial_atrial_fibrillation]
NUP155	ENSG00000113569	[334:Familial_atrial_fibrillation]
NUP160	23279	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
NUP160	ENSG00000030066	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
NUP205	23165	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
NUP205	ENSG00000155561	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
NUP214	8021	[402014:Acute_myeloid_leukemia_with_t(6,9)(p23,q34)],[99861:Precursor_T-cell_acute_lymphoblastic_leukemia]
NUP214	ENSG00000126883	[402014:Acute_myeloid_leukemia_with_t(6,9)(p23,q34)],[99861:Precursor_T-cell_acute_lymphoblastic_leukemia]
NUP37	79023	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
NUP37	ENSG00000075188	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
NUP62	23636	[225154:Familial_infantile_bilateral_striatal_necrosis]
NUP62	ENSG00000213024	[225154:Familial_infantile_bilateral_striatal_necrosis]
NUP85	79902	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
NUP85	ENSG00000125450	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
NUP88	4927	[994:Fetal_akinesia_deformation_sequence]
NUP88	ENSG00000108559	[994:Fetal_akinesia_deformation_sequence]
NUP93	9688	[93217:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_diffuse_mesangial_sclerosis],[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
NUP93	ENSG00000102900	[93217:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_diffuse_mesangial_sclerosis],[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
NUS1	116150	[442835:Undetermined_early-onset_epileptic_encephalopathy]
NUS1	ENSG00000153989	[442835:Undetermined_early-onset_epileptic_encephalopathy]
NUTM1	256646	[443167:NUT_midline_carcinoma]
NUTM1	ENSG00000184507	[443167:NUT_midline_carcinoma]
NUTM2A	728118	[213711:Endometrial_stromal_sarcoma]
NUTM2A	ENSG00000184923	[213711:Endometrial_stromal_sarcoma]
NUTM2B	729262	[457246:Clear_cell_sarcoma_of_kidney],[213711:Endometrial_stromal_sarcoma]
NUTM2B	ENSG00000188199	[457246:Clear_cell_sarcoma_of_kidney],[213711:Endometrial_stromal_sarcoma]
NUTM2E	283008	[457246:Clear_cell_sarcoma_of_kidney]
NUTM2E	ENSG00000228570	[457246:Clear_cell_sarcoma_of_kidney]
NXN	64359	[1507:Autosomal_recessive_Robinow_syndrome]
NXN	ENSG00000167693	[1507:Autosomal_recessive_Robinow_syndrome]
NYX	60506	[215:Congenital_stationary_night_blindness]
NYX	ENSG00000188937	[215:Congenital_stationary_night_blindness]
OAS1	4938	[264675:Hereditary_pulmonary_alveolar_proteinosis]
OAS1	ENSG00000089127	[264675:Hereditary_pulmonary_alveolar_proteinosis]
OAT	4942	[414:Gyrate_atrophy_of_choroid_and_retina]
OAT	ENSG00000065154	[414:Gyrate_atrophy_of_choroid_and_retina]
OBFC1	79991	[313838:Coats_plus_syndrome],[2032:Idiopathic_pulmonary_fibrosis]
OBFC1	ENSG00000107960	[313838:Coats_plus_syndrome],[2032:Idiopathic_pulmonary_fibrosis]
OBSL1	23363	[2616:3M_syndrome]
OBSL1	ENSG00000124006	[2616:3M_syndrome]
OCA2	4948	[98794:Angelman_syndrome_due_to_maternal_15q11q13_deletion],[79432:Oculocutaneous_albinism_type_2],[98754:Prader-Willi_syndrome_due_to_maternal_uniparental_disomy_of_chromosome_15],[177901:Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_1],[177904:Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_2]
OCA2	ENSG00000104044	[98794:Angelman_syndrome_due_to_maternal_15q11q13_deletion],[79432:Oculocutaneous_albinism_type_2],[98754:Prader-Willi_syndrome_due_to_maternal_uniparental_disomy_of_chromosome_15],[177901:Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_1],[177904:Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_2]
OCLN	100506658	[1229:Congenital_intrauterine_infection-like_syndrome]
OCLN	ENSG00000197822	[1229:Congenital_intrauterine_infection-like_syndrome]
OCRL	4952	[93623:Dent_disease_type_2],[534:Oculocerebrorenal_syndrome_of_Lowe]
OCRL	ENSG00000122126	[93623:Dent_disease_type_2],[534:Oculocerebrorenal_syndrome_of_Lowe]
ODC1	4953	[544488:Global_developmental_delay-alopecia-macrocephaly-facial_dysmorphism-structural_brain_anomalies_syndrome]
ODC1	ENSG00000115758	[544488:Global_developmental_delay-alopecia-macrocephaly-facial_dysmorphism-structural_brain_anomalies_syndrome]
OFD1	8481	[2750:Orofaciodigital_syndrome_type_1],[2754:Orofaciodigital_syndrome_type_6],[244:Primary_ciliary_dyskinesia],[791:Retinitis_pigmentosa]
OFD1	ENSG00000046651	[2750:Orofaciodigital_syndrome_type_1],[2754:Orofaciodigital_syndrome_type_6],[244:Primary_ciliary_dyskinesia],[791:Retinitis_pigmentosa]
OGDH	4967	[31:Oxoglutaric_aciduria]
OGDH	ENSG00000105953	[31:Oxoglutaric_aciduria]
OGG1	4968	[422526:Hereditary_clear_cell_renal_cell_carcinoma]
OGG1	ENSG00000114026	[422526:Hereditary_clear_cell_renal_cell_carcinoma]
OPA1	4976	[98673:Autosomal_dominant_optic_atrophy,_classic_form],[1215:Autosomal_dominant_optic_atrophy_plus_syndrome]
OPA1	ENSG00000198836	[98673:Autosomal_dominant_optic_atrophy,_classic_form],[1215:Autosomal_dominant_optic_atrophy_plus_syndrome]
OPA3	80207	[67047:3-methylglutaconic_aciduria_type_3],[67036:Autosomal_dominant_optic_atrophy_and_cataract]
OPA3	ENSG00000125741	[67047:3-methylglutaconic_aciduria_type_3],[67036:Autosomal_dominant_optic_atrophy_and_cataract]
OPHN1	4983	[137831:X-linked_intellectual_disability-cerebellar_hypoplasia_syndrome]
OPHN1	ENSG00000079482	[137831:X-linked_intellectual_disability-cerebellar_hypoplasia_syndrome]
OPLAH	26873	[33572:5-oxoprolinase_deficiency]
OPLAH	ENSG00000178814	[33572:5-oxoprolinase_deficiency]
OPN1LW	5956	[16:Blue_cone_monochromatism],[1872:Cone_rod_dystrophy],[90001:X-linked_cone_dysfunction_syndrome_with_myopia]
OPN1LW	ENSG00000102076	[16:Blue_cone_monochromatism],[1872:Cone_rod_dystrophy],[90001:X-linked_cone_dysfunction_syndrome_with_myopia]
OPN1MW	2652	[16:Blue_cone_monochromatism],[1872:Cone_rod_dystrophy],[90001:X-linked_cone_dysfunction_syndrome_with_myopia]
OPN1MW	ENSG00000147380	[16:Blue_cone_monochromatism],[1872:Cone_rod_dystrophy],[90001:X-linked_cone_dysfunction_syndrome_with_myopia]
OPN1SW	611	[88629:Tritanopia]
OPN1SW	ENSG00000128617	[88629:Tritanopia]
OPTN	10133	[803:Amyotrophic_lateral_sclerosis]
OPTN	ENSG00000123240	[803:Amyotrophic_lateral_sclerosis]
ORAI1	84876	[317428:Combined_immunodeficiency_due_to_ORAI1_deficiency],[3204:Stormorken-Sjaastad-Langslet_syndrome],[2593:Tubular_aggregate_myopathy]
ORAI1	ENSG00000182500	[317428:Combined_immunodeficiency_due_to_ORAI1_deficiency],[3204:Stormorken-Sjaastad-Langslet_syndrome],[2593:Tubular_aggregate_myopathy]
ORC1	4998	[2554:Ear-patella-short_stature_syndrome]
ORC1	ENSG00000085840	[2554:Ear-patella-short_stature_syndrome]
ORC4	5000	[2554:Ear-patella-short_stature_syndrome]
ORC4	ENSG00000115947	[2554:Ear-patella-short_stature_syndrome]
ORC6	23594	[2554:Ear-patella-short_stature_syndrome]
ORC6	ENSG00000091651	[2554:Ear-patella-short_stature_syndrome]
OSBPL2	9885	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA]
OSBPL2	ENSG00000130703	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA]
OSGEP	55644	[2065:Galloway-Mowat_syndrome]
OSGEP	ENSG00000092094	[2065:Galloway-Mowat_syndrome]
OSMR	9180	[353220:Familial_primary_localized_cutaneous_amyloidosis]
OSMR	ENSG00000145623	[353220:Familial_primary_localized_cutaneous_amyloidosis]
OSTM1	28962	[85179:Infantile_osteopetrosis_with_neuroaxonal_dysplasia]
OSTM1	ENSG00000081087	[85179:Infantile_osteopetrosis_with_neuroaxonal_dysplasia]
OTC	5009	[664:Ornithine_transcarbamylase_deficiency]
OTC	ENSG00000036473	[664:Ornithine_transcarbamylase_deficiency]
OTOA	146183	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
OTOA	ENSG00000155719	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
OTOF	9381	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
OTOF	ENSG00000115155	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
OTOG	340990	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
OTOG	ENSG00000188162	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
OTOGL	283310	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
OTOGL	ENSG00000165899	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB]
OTUD6B	51633	[505237:Early-onset_seizures-distal_limb_anomalies-facial_dysmorphism-global_developmental_delay_syndrome]
OTUD6B	ENSG00000155100	[505237:Early-onset_seizures-distal_limb_anomalies-facial_dysmorphism-global_developmental_delay_syndrome]
OTX2	5015	[990:Agnathia-holoprosencephaly-situs_inversus_syndrome],[99001:Butterfly-shaped_pigment_dystrophy],[95494:Combined_pituitary_hormone_deficiencies,_genetic_forms],[2542:Isolated_microphthalmia-anophthalmia-coloboma],[3157:Septo-optic_dysplasia_spectrum],[178364:Syndromic_microphthalmia_type_5]
OTX2	ENSG00000165588	[990:Agnathia-holoprosencephaly-situs_inversus_syndrome],[99001:Butterfly-shaped_pigment_dystrophy],[95494:Combined_pituitary_hormone_deficiencies,_genetic_forms],[2542:Isolated_microphthalmia-anophthalmia-coloboma],[3157:Septo-optic_dysplasia_spectrum],[178364:Syndromic_microphthalmia_type_5]
OVOL2	58495	[98975:Congenital_hereditary_endothelial_dystrophy_type_I],[98973:Posterior_polymorphous_corneal_dystrophy]
OVOL2	ENSG00000125850	[98975:Congenital_hereditary_endothelial_dystrophy_type_I],[98973:Posterior_polymorphous_corneal_dystrophy]
OXCT1	5019	[832:Succinyl-CoA:3-ketoacid_CoA_transferase_deficiency]
OXCT1	ENSG00000083720	[832:Succinyl-CoA:3-ketoacid_CoA_transferase_deficiency]
P2RX2	22953	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA]
P2RX2	ENSG00000187848	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA]
P2RX7	5027	[67038:B-cell_chronic_lymphocytic_leukemia]
P2RX7	ENSG00000089041	[67038:B-cell_chronic_lymphocytic_leukemia]
P2RY11	5032	[2073:Narcolepsy_type_1]
P2RY11	ENSG00000244165	[2073:Narcolepsy_type_1]
P2RY12	64805	[36355:Bleeding_disorder_due_to_P2Y12_defect],[240935:Resistance_to_clopidogrel]
P2RY12	ENSG00000169313	[36355:Bleeding_disorder_due_to_P2Y12_defect],[240935:Resistance_to_clopidogrel]
P4HB	5034	[2050:Cole-Carpenter_syndrome]
P4HB	ENSG00000185624	[2050:Cole-Carpenter_syndrome]
PABPN1	8106	[270:Oculopharyngeal_muscular_dystrophy]
PABPN1	ENSG00000100836	[270:Oculopharyngeal_muscular_dystrophy]
PACS1	55690	[329224:Intellectual_disability-craniofacial_dysmorphism-cryptorchidism_syndrome]
PACS1	ENSG00000175115	[329224:Intellectual_disability-craniofacial_dysmorphism-cryptorchidism_syndrome]
PADI3	51702	[1410:Uncombable_hair_syndrome]
PADI3	ENSG00000142619	[1410:Uncombable_hair_syndrome]
PAFAH1B1	5048	[217385:17p13.3_microduplication_syndrome],[95232:Lissencephaly_due_to_LIS1_mutation],[531:Miller-Dieker_syndrome],[99796:Subcortical_band_heterotopia]
PAFAH1B1	ENSG00000007168	[217385:17p13.3_microduplication_syndrome],[95232:Lissencephaly_due_to_LIS1_mutation],[531:Miller-Dieker_syndrome],[99796:Subcortical_band_heterotopia]
PAH	5053	[79254:Classic_phenylketonuria],[2209:Maternal_phenylketonuria],[79651:Mild_hyperphenylalaninemia],[79253:Mild_phenylketonuria],[293284:Tetrahydrobiopterin-responsive_hyperphenylalaninemia/phenylketonuria]
PAH	ENSG00000171759	[79254:Classic_phenylketonuria],[2209:Maternal_phenylketonuria],[79651:Mild_hyperphenylalaninemia],[79253:Mild_phenylketonuria],[293284:Tetrahydrobiopterin-responsive_hyperphenylalaninemia/phenylketonuria]
PAK3	5063	[777:X-linked_non-syndromic_intellectual_disability]
PAK3	ENSG00000077264	[777:X-linked_non-syndromic_intellectual_disability]
PALB2	79728	[1333:Familial_pancreatic_carcinoma],[84:Fanconi_anemia],[145:Hereditary_breast_and_ovarian_cancer_syndrome],[227535:Hereditary_breast_cancer]
PALB2	ENSG00000083093	[1333:Familial_pancreatic_carcinoma],[84:Fanconi_anemia],[145:Hereditary_breast_and_ovarian_cancer_syndrome],[227535:Hereditary_breast_cancer]
PALLD	23022	[1333:Familial_pancreatic_carcinoma]
PALLD	ENSG00000129116	[1333:Familial_pancreatic_carcinoma]
PAM16	51025	[401979:Autosomal_recessive_spondylometaphyseal_dysplasia,_Mégarbané_type]
PAM16	ENSG00000217930	[401979:Autosomal_recessive_spondylometaphyseal_dysplasia,_Mégarbané_type]
PANK2	80025	[216873:Atypical_pantothenate_kinase-associated_neurodegeneration],[216866:Classic_pantothenate_kinase-associated_neurodegeneration]
PANK2	ENSG00000125779	[216873:Atypical_pantothenate_kinase-associated_neurodegeneration],[216866:Classic_pantothenate_kinase-associated_neurodegeneration]
PANK4	55229	[98993:Early-onset_posterior_polar_cataract]
PANK4	ENSG00000157881	[98993:Early-onset_posterior_polar_cataract]
PAPSS2	9060	[448242:Autosomal_recessive_brachyolmia],[93282:Spondyloepimetaphyseal_dysplasia,_PAPSS2_type]
PAPSS2	ENSG00000198682	[448242:Autosomal_recessive_brachyolmia],[93282:Spondyloepimetaphyseal_dysplasia,_PAPSS2_type]
PARK2	5071	[2828:Young-onset_Parkinson_disease]
PARK2	ENSG00000185345	[2828:Young-onset_Parkinson_disease]
PARK7	11315	[90020:Amyotrophic_lateral_sclerosis-parkinsonism-dementia_complex],[2828:Young-onset_Parkinson_disease]
PARK7	ENSG00000116288	[90020:Amyotrophic_lateral_sclerosis-parkinsonism-dementia_complex],[2828:Young-onset_Parkinson_disease]
PARN	5073	[1775:Dyskeratosis_congenita],[3322:Hoyeraal-Hreidarsson_syndrome],[2032:Idiopathic_pulmonary_fibrosis]
PARN	ENSG00000140694	[1775:Dyskeratosis_congenita],[3322:Hoyeraal-Hreidarsson_syndrome],[2032:Idiopathic_pulmonary_fibrosis]
PARS2	25973	[442835:Undetermined_early-onset_epileptic_encephalopathy]
PARS2	ENSG00000162396	[442835:Undetermined_early-onset_epileptic_encephalopathy]
PATL2	197135	[488191:Female_infertility_due_to_oocyte_meiotic_arrest]
PATL2	ENSG00000229474	[488191:Female_infertility_due_to_oocyte_meiotic_arrest]
PAX1	5075	[2792:Otofaciocervical_syndrome]
PAX1	ENSG00000125813	[2792:Otofaciocervical_syndrome]
PAX2	5076	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis],[1475:Renal_coloboma_syndrome],[97362:Renal_hypoplasia,_bilateral]
PAX2	ENSG00000075891	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis],[1475:Renal_coloboma_syndrome],[97362:Renal_hypoplasia,_bilateral]
PAX3	5077	[99756:Alveolar_rhabdomyosarcoma],[1529:Craniofacial-deafness-hand_syndrome],[894:Waardenburg_syndrome_type_1],[896:Waardenburg_syndrome_type_3]
PAX3	ENSG00000135903	[99756:Alveolar_rhabdomyosarcoma],[1529:Craniofacial-deafness-hand_syndrome],[894:Waardenburg_syndrome_type_1],[896:Waardenburg_syndrome_type_3]
PAX4	5078	[552:MODY]
PAX4	ENSG00000106331	[552:MODY]
PAX5	5079	[99860:Precursor_B-cell_acute_lymphoblastic_leukemia],[99860:Precursor_B-cell_acute_lymphoblastic_leukemia]
PAX5	ENSG00000196092	[99860:Precursor_B-cell_acute_lymphoblastic_leukemia],[99860:Precursor_B-cell_acute_lymphoblastic_leukemia]
PAX6	5080	[1065:Aniridia-cerebellar_ataxia-intellectual_disability_syndrome],[2334:Autosomal_dominant_keratitis],[98942:Coloboma_of_choroid_and_retina],[98943:Coloboma_of_eye_lens],[98946:Coloboma_of_eyelid],[98944:Coloboma_of_iris],[98945:Coloboma_of_macula],[98947:Coloboma_of_optic_disc],[2253:Foveal_hypoplasia-presenile_cataract_syndrome],[250923:Isolated_aniridia],[137902:Isolated_optic_nerve_hypoplasia/aplasia],[35737:Morning_glory_disc_anomaly],[708:Peters_anomaly],[893:WAGR_syndrome]
PAX6	ENSG00000007372	[1065:Aniridia-cerebellar_ataxia-intellectual_disability_syndrome],[2334:Autosomal_dominant_keratitis],[98942:Coloboma_of_choroid_and_retina],[98943:Coloboma_of_eye_lens],[98946:Coloboma_of_eyelid],[98944:Coloboma_of_iris],[98945:Coloboma_of_macula],[98947:Coloboma_of_optic_disc],[2253:Foveal_hypoplasia-presenile_cataract_syndrome],[250923:Isolated_aniridia],[137902:Isolated_optic_nerve_hypoplasia/aplasia],[35737:Morning_glory_disc_anomaly],[708:Peters_anomaly],[893:WAGR_syndrome]
PAX7	5081	[99756:Alveolar_rhabdomyosarcoma]
PAX7	ENSG00000009709	[99756:Alveolar_rhabdomyosarcoma]
PAX8	7849	[95713:Athyreosis],[146:Differentiated_thyroid_carcinoma],[95712:Thyroid_ectopia],[95720:Thyroid_hypoplasia]
PAX8	ENSG00000125618	[95713:Athyreosis],[146:Differentiated_thyroid_carcinoma],[95712:Thyroid_ectopia],[95720:Thyroid_hypoplasia]
PAX9	5083	[99798:Oligodontia]
PAX9	ENSG00000198807	[99798:Oligodontia]
PBRM1	55193	[404511:Clear_cell_papillary_renal_cell_carcinoma]
PBRM1	ENSG00000163939	[404511:Clear_cell_papillary_renal_cell_carcinoma]
PBX1	5087	[99860:Precursor_B-cell_acute_lymphoblastic_leukemia],[97362:Renal_hypoplasia,_bilateral]
PBX1	ENSG00000185630	[99860:Precursor_B-cell_acute_lymphoblastic_leukemia],[97362:Renal_hypoplasia,_bilateral]
PC	5091	[353320:Pyruvate_carboxylase_deficiency,_benign_type],[353308:Pyruvate_carboxylase_deficiency,_infantile_type],[353314:Pyruvate_carboxylase_deficiency,_severe_neonatal_type]
PC	ENSG00000173599	[353320:Pyruvate_carboxylase_deficiency,_benign_type],[353308:Pyruvate_carboxylase_deficiency,_infantile_type],[353314:Pyruvate_carboxylase_deficiency,_severe_neonatal_type]
PCBD1	5092	[1578:Pterin-4_alpha-carbinolamine_dehydratase_deficiency]
PCBD1	ENSG00000166228	[1578:Pterin-4_alpha-carbinolamine_dehydratase_deficiency]
PCCA	5095	[35:Propionic_acidemia]
PCCA	ENSG00000175198	[35:Propionic_acidemia]
PCCB	5096	[35:Propionic_acidemia]
PCCB	ENSG00000114054	[35:Propionic_acidemia]
PCDH12	51294	[319192:Diencephalic-mesencephalic_junction_dysplasia]
PCDH12	ENSG00000113555	[319192:Diencephalic-mesencephalic_junction_dysplasia]
PCDH15	65217	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB],[231169:Usher_syndrome_type_1]
PCDH15	ENSG00000150275	[90636:Autosomal_recessive_non-syndromic_sensorineural_deafness_type_DFNB],[231169:Usher_syndrome_type_1]
PCDH19	57526	[33069:Dravet_syndrome],[101039:Female_restricted_epilepsy_with_intellectual_disability]
PCDH19	ENSG00000165194	[33069:Dravet_syndrome],[101039:Female_restricted_epilepsy_with_intellectual_disability]
PCK1	5105	[2880:Phosphoenolpyruvate_carboxykinase_deficiency]
PCK1	ENSG00000124253	[2880:Phosphoenolpyruvate_carboxykinase_deficiency]
PCK2	5106	[2880:Phosphoenolpyruvate_carboxykinase_deficiency]
PCK2	ENSG00000100889	[2880:Phosphoenolpyruvate_carboxykinase_deficiency]
PCLO	27445	[97249:Pontocerebellar_hypoplasia_type_3]
PCLO	ENSG00000186472	[97249:Pontocerebellar_hypoplasia_type_3]
PCM1	5108	[146:Differentiated_thyroid_carcinoma]
PCM1	ENSG00000078674	[146:Differentiated_thyroid_carcinoma]
PCNA	5111	[438134:PCNA-related_progressive_neurodegenerative_photosensitivity_syndrome]
PCNA	ENSG00000132646	[438134:PCNA-related_progressive_neurodegenerative_photosensitivity_syndrome]
PCNT	5116	[2637:Microcephalic_osteodysplastic_primordial_dwarfism_type_II],[808:Seckel_syndrome]
PCNT	ENSG00000160299	[2637:Microcephalic_osteodysplastic_primordial_dwarfism_type_II],[808:Seckel_syndrome]
PCSK1	5122	[71528:Obesity_due_to_prohormone_convertase_I_deficiency]
PCSK1	ENSG00000175426	[71528:Obesity_due_to_prohormone_convertase_I_deficiency]
PCSK9	255738	[391665:Homozygous_familial_hypercholesterolemia]
PCSK9	ENSG00000169174	[391665:Homozygous_familial_hypercholesterolemia]
PCYT1A	5130	[65:Leber_congenital_amaurosis],[85167:Spondylometaphyseal_dysplasia-cone-rod_dystrophy_syndrome]
PCYT1A	ENSG00000161217	[65:Leber_congenital_amaurosis],[85167:Spondylometaphyseal_dysplasia-cone-rod_dystrophy_syndrome]
PDCD1	5133	[536:Systemic_lupus_erythematosus]
PDCD1	ENSG00000188389	[536:Systemic_lupus_erythematosus]
PDCD10	11235	[221061:Familial_cerebral_cavernous_malformation]
PDCD10	ENSG00000114209	[221061:Familial_cerebral_cavernous_malformation]
PDE10A	10846	[494541:Childhood-onset_benign_chorea_with_striatal_involvement],[494526:Infantile-onset_generalized_dyskinesia_with_orofacial_involvement]
PDE10A	ENSG00000112541	[494541:Childhood-onset_benign_chorea_with_striatal_involvement],[494526:Infantile-onset_generalized_dyskinesia_with_orofacial_involvement]
PDE11A	50940	[189439:Primary_pigmented_nodular_adrenocortical_disease]
PDE11A	ENSG00000128655	[189439:Primary_pigmented_nodular_adrenocortical_disease]
PDE1C	5137	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA]
PDE1C	ENSG00000154678	[90635:Autosomal_dominant_non-syndromic_sensorineural_deafness_type_DFNA]
PDE3A	5139	[1276:Brachydactyly-arterial_hypertension_syndrome]
PDE3A	ENSG00000172572	[1276:Brachydactyly-arterial_hypertension_syndrome]
